19,753
34,420
17,5
41,280
40,825
50,990
7,768
7,692
13,376
1,470
47,173
47,205
49,310
43,115
15,468
14,763
50,86
25,374
9,42
22,774
30,289
25,501
30,741
47,785
3,338
4,263
38,281
4,132
44,167
47,655
16,289
49,93
32,790
38,659
34,67
19,254
13,395
38,620
26,48
10,877
9,903
19,496
17,702
1,431
4,396
48,408
37,261
15,526
15,137
15,290
4,992
34,561
10,873
21,963
16,819
5,24
36,478
4,644
47,568
50,871
25,379
33,339
8,152
30,275
18,633
5,891
22,726
30,581
18,464
13,592
15,709
12,836
41,677
33,969
47,298
16,66
32,699
19,200
2,960
18,954
48,562
48,702
13,359
34,808
21,894
40,573
16,921
35,541
15,246
8,284
22,930
7,293
19,418
24,677
44,830
20,379
49,457
26,0
12,784
36,177
26,537
45,885
30,666
27,460
22,184
1,559
20,205
19,986
18,187
44,290
43,606
39,966
2,877
29,685
14,548
33,809
31,0
15,896
2,184
2,876
2,993
30,858
17,629
6,141
19,845
39,538
49,108
10,959
3,208
2,666
30,360
15,464
43,513
24,830
34,250
15,379
30,437
24,915
37,744
3,678
30,326
3,618
31,909
7,775
16,47
18,598
12,495
40,457
11,237
7,571
19,602
7,543
17,785
50,266
14,387
43,866
2,211
46,644
28,63
15,26
7,237
49,44
8,751
36,973
43,257
48,160
38,563
22,125
45,827
30,359
25,334
6,663
11,389
37,472
1,492
20,364
31,921
10,137
9,187
27,147
23,4
28,598
11,466
50,859
10,664
8,231
25,521
13,692
44,767
24,706
22,459
40,666
20,343
42,885
38,853
34,79
50,437
44,98
8,148
35,468
14,727
39,64
18,612
33,307
43,380
24,397
1,800
20,865
8,161
30,901
30,478
10,878
26,828
23,49
27,329
45,811
20,85
36,807
26,543
48,703
32,554
41,410
26,154
42,28
4,549
18,334
13,527
1,678
36,410
23,464
4,609
47,632
11,818
46,250
22,178
40,665
35,166
11,330
32,530
40,264
36,899
5,190
45,66
16,605
12,342
20,949
50,789
24,455
13,612
14,702
16,23
9,963
12,425
50,486
11,362
27,733
48,120
18,101
35,553
18,925
24,442
26,204
39,418
10,106
49,473
4,535
3,229
23,929
45,484
15,233
23,906
45,919
20,344
24,173
43,427
3,805
15,36
30,160
14,287
35,44
41,926
3,604
48,317
31,831
40,902
43,315
25,659
1,351
45,218
15,644
29,100
25,198
40,583
16,300
50,185
27,260
3,827
29,395
43,168
26,96
24,459
34,415
3,859
9,575
50,382
14,42
34,861
5,609
11,954
6,526
16,813
38,972
36,978
49,45
19,237
23,557
23,282
15,909
27,553
48,251
8,150
17,201
22,480
4,790
2,405
44,574
42,390
9,268
2,784
34,536
20,669
39,167
3,578
4,781
25,226
38,900
29,609
33,339
33,853
1,739
25,831
28,829
30,443
5,205
27,364
47,801
47,288
35,307
40,565
38,247
34,797
26,195
11,127
1,857
10,207
32,521
42,486
41,879
40,309
12,795
8,417
17,63
36,936
4,342
24,445
37,4
39,891
8,558
46,524
7,460
48,647
49,887
16,263
23,540
15,511
34,0
19,87
40,196
23,891
10,521
44,115
1,718
31,996
43,881
12,706
36,674
3,919
3,164
33,159
20,490
2,752
16,318
34,289
37,566
21,245
17,589
17,597
25,665
39,98
43,646
43,579
34,663
26,672
11,457
20,61
8,99
33,409
30,403
45,317
33,913
6,949
7,972
26,112
5,563
4,9
18,390
23,778
12,640
16,302
26,462
6,913
25,522
34,97
9,103
19,539
1,506
32,613
11,99
21,611
27,692
9,837
3,683
31,446
12,820
41,354
13,725
31,430
41,731
23,792
6,759
20,9
1,927
47,195
31,432
16,80
24,758
24,174
49,428
32,632
27,573
4,953
30,765
44,417
12,946
38,825
24,996
29,310
48,872
21,852
30,476
27,542
20,499
13,412
10,436
6,41
22,765
27,996
39,323
31,792
23,506
13,220
23,913
39,940
35,801
19,945
41,146
37,564
43,782
40,471
8,787
3,426
13,548
24,750
34,248
25,224
39,589
14,208
15,659
21,93
20,224
40,754
20,965
8,766
23,29
32,317
44,676
49,796
34,906
4,372
16,125
13,111
23,665
44,384
23,909
40,41
15,425
47,382
2,566
2,416
25,717
41,185
29,329
3,596
13,264
14,80
44,578
42,318
40,542
34,536
23,987
28,208
41,965
23,19
11,493
11,123
1,147
41,781
25,286
1,411
15,114
27,785
16,629
26,914
24,268
8,694
30,233
14,37
2,959
40,23
8,624
33,611
23,344
2,454
39,321
10,223
11,912
50,540
41,490
47,143
2,375
31,651
40,407
39,851
30,113
21,398
24,742
22,448
44,303
39,247
3,973
39,748
41,921
43,416
21,295
3,126
14,774
30,377
31,251
45,782
1,238
10,611
19,484
49,113
46,616
9,127
50,939
17,458
44,299
43,630
43,924
47,34
23,122
5,784
10,620
24,679
23,675
3,217
50,385
13,982
38,561
28,244
4,749
29,472
14,944
16,549
50,684
35,3
47,608
23,360
50,270
43,143
24,336
29,399
9,149
42,955
43,867
37,610
45,793
25,626
18,496
18,546
40,814
41,712
47,671
40,553
9,99
7,169
41,321
45,319
37,42
34,707
34,731
9,78
4,937
33,566
5,21
11,290
1,531
25,971
47,136
26,480
43,150
46,414
13,187
16,179
34,230
11,286
39,726
44,483
24,162
6,19
33,205
29,924
10,579
32,997
40,428
22,286
19,705
31,747
32,401
35,280
40,267
19,978
14,566
50,192
30,548
23,49
20,958
50,441
37,873
32,117
41,301
38,972
22,159
32,751
34,643
24,876
14,213
20,490
8,930
29,936
4,442
48,594
9,156
35,805
4,661
19,58
45,139
49,146
8,435
21,552
35,595
34,663
4,36
5,390
46,212
8,642
19,733
38,290
7,278
45,333
12,674
24,49
31,913
47,395
6,207
27,439
32,301
50,174
7,166
49,412
6,1
35,396
2,917
8,834
31,623
49,877
20,569
28,500
19,326
37,461
25,348
32,702
24,172
49,243
5,787
41,470
29,51
5,957
18,356
34,78
13,690
16,681
7,323
11,707
29,17
4,670
13,423
22,612
41,711
11,10
30,505
15,230
14,742
47,905
34,422
42,281
44,246
44,639
13,754
12,499
14,908
29,430
10,861
46,701
50,686
20,363
42,204
36,600
47,268
41,358
47,43
24,138
19,706
13,787
10,258
43,227
29,182
11,989
30,765
47,844
20,196
42,707
23,550
22,44
29,162
16,779
23,858
14,499
43,406
44,208
45,953
6,239
4,77
3,981
16,898
19,138
48,226
37,588
13,739
7,340
42,608
22,49
39,95
15,927
31,54
30,486
10,727
10,988
31,766
42,794
6,162
30,13
42,490
43,967
50,5
43,229
39,418
6,27
40,911
10,740
24,231
32,260
37,126
47,516
47,768
8,285
30,664
16,231
35,477
45,28
20,658
49,333
50,431
47,230
8,267
32,245
49,920
4,773
48,848
29,321
29,546
22,377
40,234
23,863
12,170
25,84
17,176
29,770
37,768
12,724
32,938
44,768
3,536
1,29
12,304
40,144
38,499
13,937
41,361
12,80
30,69
21,892
34,813
20,933
7,347
41,491
40,177
4,950
35,713
32,952
23,266
32,528
6,382
48,96
49,762
9,588
29,686
26,451
28,419
26,986
45,445
18,734
20,495
13,574
40,770
16,553
16,563
45,362
46,603
16,91
26,879
50,343
22,741
13,254
24,974
19,892
16,318
42,341
5,287
4,257
11,160
45,899
45,45
16,386
12,588
36,688
22,557
39,62
19,960
32,25
12,63
24,910
24,927
1,492
8,632
25,52
43,712
3,156
19,626
33,907
45,701
27,397
7,72
18,449
35,501
31,274
20,468
15,929
24,489
25,902
29,263
20,107
35,181
23,69
38,919
36,689
44,329
17,50
1,738
4,729
3,577
2,165
41,106
12,760
25,411
44,461
20,419
9,626
33,828
13,870
35,0
38,611
41,392
35,79
20,653
16,973
26,583
10,698
46,621
40,446
30,873
8,158
10,928
19,630
17,54
40,264
33,354
6,276
37,897
35,472
42,255
25,935
16,21
37,804
49,281
36,159
49,88
15,767
15,438
26,308
7,176
26,371
42,408
25,627
44,767
14,521
37,785
37,846
24,766
38,627
29,530
23,647
29,316
16,639
11,561
17,680
46,771
20,341
14,671
29,868
33,131
27,736
6,939
42,601
9,316
29,604
47,926
46,544
13,625
30,479
48,934
25,895
40,314
8,191
36,403
46,715
11,321
30,100
40,532
2,62
36,133
15,554
33,251
13,249
3,302
48,172
49,323
33,727
46,995
30,536
32,885
23,373
48,39
16,7
17,461
24,119
21,966
1,480
10,273
1,932
48,157
11,341
25,300
28,123
34,583
23,529
49,646
36,392
3,280
30,97
40,151
46,734
16,363
9,978
47,585
22,712
45,987
24,115
1,787
45,161
5,902
12,565
25,936
3,876
39,621
27,121
4,902
4,774
19,424
33,411
44,538
16,640
23,496
12,330
28,407
45,615
5,921
18,68
19,192
2,609
50,652
45,622
31,530
47,106
14,139
15,926
43,35
42,31
36,279
25,290
47,976
17,185
44,107
43,645
39,177
48,643
45,782
47,431
2,930
16,395
28,287
2,351
17,695
31,955
39,291
11,711
27,731
29,786
42,480
46,541
46,763
46,48
45,614
48,36
32,249
33,528
38,302
1,429
23,967
34,536
24,163
43,44
11,505
32,71
46,974
32,215
10,365
3,501
36,657
24,213
4,655
2,745
4,211
39,571
4,107
26,455
21,813
46,237
12,250
41,150
9,456
32,499
45,837
16,329
23,809
17,147
41,887
22,525
13,997
14,492
4,859
21,829
15,687
20,163
41,291
1,525
3,175
18,839
25,37
32,708
10,571
16,335
11,605
2,962
50,424
19,792
15,889
25,203
41,179
10,396
20,527
36,178
47,971
3,486
37,137
39,245
41,126
25,369
44,230
1,275
29,880
23,266
33,511
1,530
40,188
11,35
20,299
27,187
41,758
34,108
9,253
39,419
29,489
47,287
10,100
31,739
5,332
23,27
5,726
6,683
20,501
5,956
35,986
23,779
47,612
11,403
1,193
35,386
1,333
6,442
46,250
22,201
35,796
25,364
33,516
12,877
23,774
3,94
4,938
7,309
12,750
11,530
41,707
40,565
15,355
44,899
11,808
12,202
3,833
7,589
6,506
8,418
29,690
6,449
39,30
18,565
5,677
26,158
23,207
20,557
12,115
41,269
12,87
47,275
16,183
2,754
10,555
10,403
32,88
17,156
27,663
40,222
8,613
47,601
18,699
22,39
41,872
42,412
33,308
23,377
49,744
24,906
18,465
34,487
4,654
31,193
28,483
18,973
22,743
9,289
31,650
7,20
13,933
35,330
1,845
10,241
6,324
9,942
9,368
19,492
11,908
16,709
35,571
23,647
37,415
18,847
