3,447
17,353
36,258
47,470
24,578
23,315
41,470
31,415
26,996
34,767
4,52
19,78
30,672
35,375
33,5
19,646
26,142
28,444
1,479
26,389
3,371
15,359
48,360
4,870
42,248
16,866
9,638
44,568
13,403
32,497
8,160
27,843
50,893
40,291
22,182
24,388
36,352
44,188
47,481
37,446
26,123
16,45
48,754
42,190
2,934
27,62
27,311
5,461
23,719
40,58
36,883
3,120
3,56
6,926
40,876
17,63
47,146
40,867
45,223
23,715
28,32
16,405
7,386
5,347
44,102
29,511
42,657
18,538
46,267
37,313
36,703
3,508
19,384
12,563
26,84
19,250
27,427
34,714
37,134
8,420
16,320
13,483
43,838
15,415
29,206
9,108
34,99
48,698
22,226
1,786
33,72
15,395
38,921
11,631
2,213
15,117
9,351
50,225
42,479
35,984
35,248
5,219
5,679
1,479
4,43
34,760
5,259
13,291
29,309
22,432
29,108
14,91
34,678
27,834
9,973
3,212
44,244
28,346
7,939
38,918
28,407
18,963
21,825
28,572
33,65
14,895
7,163
17,605
11,551
10,174
31,909
25,129
14,443
23,262
20,719
50,568
35,0
26,275
34,200
22,52
45,242
24,343
27,771
26,623
20,561
17,603
43,910
22,430
18,254
49,925
22,320
23,191
25,952
11,233
14,875
2,568
2,962
10,889
22,771
11,710
11,814
22,295
35,104
9,133
1,489
37,516
48,19
24,1
36,681
45,697
18,989
41,90
21,699
44,726
10,377
20,973
33,550
36,58
22,568
38,609
24,661
20,416
14,65
43,587
20,17
37,782
3,13
35,314
31,48
26,25
36,563
48,859
10,359
29,544
27,760
10,66
37,134
27,398
50,757
1,784
19,535
2,174
21,37
29,149
43,473
20,382
44,148
25,774
38,167
28,562
1,619
12,404
10,44
33,96
20,940
17,430
13,269
28,274
34,20
28,421
15,684
40,925
48,625
38,546
42,941
8,662
47,20
50,751
7,600
1,469
21,530
20,61
35,42
34,193
48,923
3,749
11,273
13,99
45,841
10,710
48,181
29,606
8,812
3,633
17,51
9,379
22,860
37,203
19,247
20,776
50,674
36,53
46,346
28,693
6,472
15,99
27,971
49,352
14,851
22,713
28,543
14,51
6,530
17,1
2,363
38,77
12,689
33,107
28,733
26,733
18,371
26,791
5,795
26,811
19,819
50,799
24,436
33,654
21,497
24,69
37,242
8,181
30,321
45,745
27,617
12,766
32,82
45,387
28,238
40,511
25,95
11,489
27,680
30,592
45,577
2,265
38,203
11,609
49,176
36,153
40,770
28,39
2,746
46,133
14,194
3,747
32,707
34,907
12,582
13,850
12,475
25,89
32,442
1,471
28,441
17,486
44,594
13,350
44,299
10,305
25,802
14,207
44,440
18,145
31,96
9,367
34,853
8,636
43,678
35,366
42,153
13,565
48,762
21,218
21,188
43,581
24,184
33,448
44,800
48,452
19,700
23,361
1,364
24,845
39,873
50,638
27,586
25,950
47,136
15,714
6,701
44,451
39,323
14,371
13,258
48,527
35,524
40,53
25,216
37,94
39,152
22,794
48,541
13,895
42,288
26,919
48,929
4,272
19,359
22,826
17,567
34,277
37,56
45,128
10,928
27,638
32,943
43,846
22,477
41,358
5,464
11,656
13,315
15,517
45,201
46,342
33,703
17,403
24,268
27,991
46,319
4,873
48,685
32,283
24,36
41,674
6,638
16,144
42,39
17,282
4,164
25,861
37,324
48,801
20,303
12,414
31,402
5,799
27,297
19,198
15,791
35,837
2,619
16,86
44,781
44,621
2,983
23,757
31,361
11,322
49,152
15,674
30,392
29,914
48,124
22,380
48,769
32,764
22,664
29,731
36,880
39,725
6,381
8,515
18,511
26,232
18,165
4,445
25,513
21,30
11,649
49,397
49,586
11,770
30,574
11,313
39,710
11,857
41,156
30,185
43,363
17,824
22,165
36,405
28,210
27,73
6,23
7,832
16,595
35,860
43,821
7,177
30,802
2,550
3,482
37,447
20,846
7,964
35,519
26,279
28,292
35,229
28,981
39,314
25,253
49,690
25,9
29,112
42,415
16,643
30,938
34,228
7,655
31,963
10,682
29,683
34,647
14,199
41,476
31,538
16,745
28,51
1,673
40,970
5,150
11,805
3,41
8,276
2,879
8,486
14,90
7,387
30,152
32,368
39,452
48,879
7,312
22,315
40,545
37,632
36,337
19,868
17,796
20,160
9,283
15,167
18,105
18,335
10,891
50,962
22,249
50,500
35,45
26,600
16,177
35,833
25,657
32,351
36,445
22,343
28,371
44,483
5,217
15,546
20,373
21,870
45,362
12,363
41,102
6,397
40,479
15,44
43,270
21,554
2,893
36,203
7,897
29,423
20,490
32,179
16,124
14,783
5,307
41,685
18,479
14,951
16,580
38,946
8,227
6,475
42,485
6,660
18,741
24,646
21,217
20,739
12,803
39,323
32,51
26,79
16,571
49,989
42,755
15,812
43,31
7,715
34,557
14,246
28,988
24,843
24,485
8,990
40,377
12,836
44,564
10,969
23,282
13,537
26,96
1,794
12,880
5,348
33,383
2,687
15,455
23,766
23,164
42,240
4,116
34,626
38,933
50,62
34,109
25,81
15,702
2,155
48,47
2,169
12,277
47,734
17,913
14,36
23,680
31,579
34,747
6,779
42,654
22,642
4,856
32,519
11,69
12,803
41,581
15,807
49,553
22,644
47,209
34,328
20,163
39,992
5,791
49,501
8,354
38,691
40,912
32,280
43,208
33,930
14,146
18,725
10,534
9,241
43,74
10,0
48,60
38,618
9,745
7,723
46,383
11,769
31,274
11,867
36,988
15,809
19,730
47,733
50,15
3,121
50,421
46,77
43,783
46,667
35,832
49,135
20,966
42,443
24,945
24,256
47,895
20,141
17,189
15,10
43,636
27,488
14,717
49,961
47,438
11,932
15,147
9,160
10,132
10,895
9,539
9,256
12,416
16,167
13,668
38,619
40,198
46,937
46,699
16,64
35,898
14,924
7,868
26,633
27,421
17,689
27,921
43,220
29,846
18,704
5,692
37,214
20,3
4,234
27,347
30,934
47,157
48,610
2,79
3,914
13,417
21,637
25,24
7,445
15,185
30,270
33,290
15,336
34,96
19,70
4,408
45,922
34,12
22,54
35,982
44,760
8,758
36,436
47,727
50,704
26,954
8,575
35,155
49,229
9,260
34,802
37,923
31,495
6,71
22,728
42,444
5,775
45,739
12,331
35,698
29,918
8,690
9,306
22,22
3,917
8,260
37,484
21,361
14,35
33,979
45,676
46,848
16,775
42,715
16,418
32,122
42,922
46,271
30,22
40,699
31,834
36,129
23,427
42,776
14,630
48,300
39,318
12,180
19,306
36,458
38,550
47,223
19,595
31,771
34,361
20,528
31,151
35,467
4,742
45,754
36,934
17,622
26,865
28,866
29,420
26,626
19,51
26,938
26,48
40,276
13,296
38,960
33,954
44,334
41,586
44,188
4,881
20,626
31,562
16,555
27,117
45,642
26,943
21,549
7,243
46,89
30,835
15,547
33,702
3,412
22,721
1,87
1,989
16,885
33,104
21,309
18,125
34,672
32,552
9,894
39,213
6,166
3,121
26,99
8,754
2,225
2,592
22,231
27,153
24,811
12,278
23,249
36,676
11,964
30,174
15,590
27,711
7,194
3,882
34,593
13,101
20,449
12,531
19,264
10,350
2,986
48,129
48,29
26,78
39,113
38,644
10,167
5,91
20,427
27,648
24,435
23,968
22,888
44,116
12,606
8,992
38,877
25,445
40,422
29,631
10,502
4,613
39,81
33,358
12,243
11,999
24,389
46,867
35,510
44,275
49,522
20,522
43,820
4,508
7,10
11,275
30,330
3,728
47,416
12,944
5,246
38,670
41,311
43,650
45,335
40,223
16,859
18,394
11,903
36,190
32,673
43,426
32,167
47,121
48,108
9,909
2,76
25,772
1,271
8,807
11,537
7,916
49,454
8,738
42,265
10,936
27,384
16,279
9,884
50,305
24,147
29,861
8,619
47,414
44,191
32,349
15,788
1,541
18,397
29,806
2,441
7,441
11,635
46,989
23,629
11,956
45,791
50,986
42,851
4,297
31,85
42,887
21,728
22,119
50,655
12,420
20,589
6,692
50,928
10,862
49,665
6,732
31,200
37,70
39,219
7,112
7,672
7,198
13,7
3,202
49,925
5,181
25,565
1,485
27,548
1,158
47,174
26,436
49,353
1,556
50,994
26,299
41,154
49,230
49,512
7,624
33,522
10,890
30,270
18,222
46,857
37,0
42,696
8,307
41,887
38,258
40,378
4,350
24,693
44,215
12,179
40,684
39,630
34,686
16,585
44,74
39,788
13,799
